time_of_trip,lat,lon
9/5/2014 1:21,40.74461,-73.99708
9/5/2014 1:21,40.76137,-73.95807
9/5/2014 1:21,40.78731,-73.95637
9/5/2014 1:21,40.73983,-73.99873
9/5/2014 1:22,40.72692,-74.00307
9/5/2014 1:22,40.75704,-73.98932
9/5/2014 1:22,40.75509,-73.91663
9/5/2014 1:22,40.7649,-73.97815
9/5/2014 1:22,40.78342,-73.97684
9/5/2014 1:22,40.7672,-73.96276
9/5/2014 1:22,40.67511,-73.91678
9/5/2014 1:23,40.68553,-73.95043
9/5/2014 1:23,40.74355,-73.99353
9/5/2014 1:23,40.70692,-73.92254
9/5/2014 1:23,40.77013,-73.98473
9/5/2014 1:23,40.74205,-73.99478
9/5/2014 1:23,40.72573,-73.99211
9/5/2014 1:23,40.729,-73.99369
9/5/2014 1:24,40.6825,-73.98508
9/5/2014 1:24,40.67531,-73.95201
