time_of_trip,start_lat,start_lng,hour,hour_grouping
9/5/2014 0:25,40.73652,-73.98175,0,12:00 AM - 2:59 AM
9/5/2014 0:25,40.7296,-73.98095,0,12:00 AM - 2:59 AM
9/5/2014 0:25,40.71882,-73.99474,0,12:00 AM - 2:59 AM
9/5/2014 0:25,40.70237,-73.92877,0,12:00 AM - 2:59 AM
9/5/2014 0:25,40.75617,-73.9706,0,12:00 AM - 2:59 AM
9/5/2014 0:25,40.73431,-73.81982,0,12:00 AM - 2:59 AM
9/5/2014 0:26,40.77901,-73.9821,0,12:00 AM - 2:59 AM
9/5/2014 0:26,40.76,-73.96772,0,12:00 AM - 2:59 AM
9/5/2014 0:26,40.63221,-73.95183,0,12:00 AM - 2:59 AM
9/5/2014 0:26,40.72646,-74.00131,0,12:00 AM - 2:59 AM
9/5/2014 0:26,40.68372,-73.93317,0,12:00 AM - 2:59 AM
9/5/2014 0:26,40.66052,-73.83078,0,12:00 AM - 2:59 AM
9/5/2014 0:27,40.74975,-73.98767,0,12:00 AM - 2:59 AM
9/5/2014 0:27,40.70573,-73.93189,0,12:00 AM - 2:59 AM
9/5/2014 0:27,40.78074,-73.94964,0,12:00 AM - 2:59 AM
9/5/2014 0:27,40.72246,-73.98753,0,12:00 AM - 2:59 AM
9/5/2014 0:27,40.73629,-73.98918,0,12:00 AM - 2:59 AM
9/5/2014 0:27,40.72246,-73.98451,0,12:00 AM - 2:59 AM
9/5/2014 0:27,40.75091,-73.97617,0,12:00 AM - 2:59 AM
9/5/2014 0:27,40.7612,-73.9974,0,12:00 AM - 2:59 AM
9/5/2014 0:27,40.7832,-73.97784,0,12:00 AM - 2:59 AM
9/5/2014 0:28,40.70299,-73.90633,0,12:00 AM - 2:59 AM
9/5/2014 0:28,40.76459,-73.96436,0,12:00 AM - 2:59 AM
9/5/2014 0:28,40.72947,-73.9917,0,12:00 AM - 2:59 AM
9/5/2014 0:28,40.7186,-73.99633,0,12:00 AM - 2:59 AM
9/5/2014 0:28,40.74383,-73.98337,0,12:00 AM - 2:59 AM
9/5/2014 0:29,40.79833,-73.96929,0,12:00 AM - 2:59 AM
9/5/2014 0:29,40.70264,-74.01227,0,12:00 AM - 2:59 AM
9/5/2014 0:29,40.74019,-74.00571,0,12:00 AM - 2:59 AM
9/5/2014 0:29,40.70761,-74.01006,0,12:00 AM - 2:59 AM
9/5/2014 0:29,40.74449,-73.99649,0,12:00 AM - 2:59 AM
9/5/2014 0:29,40.73484,-73.99878,0,12:00 AM - 2:59 AM
9/5/2014 0:29,40.82935,-73.92846,0,12:00 AM - 2:59 AM
9/5/2014 0:29,40.76562,-73.97193,0,12:00 AM - 2:59 AM
9/5/2014 0:29,40.72795,-74.00634,0,12:00 AM - 2:59 AM
9/5/2014 0:29,40.74349,-73.97259,0,12:00 AM - 2:59 AM
9/5/2014 0:30,40.76999,-73.95949,0,12:00 AM - 2:59 AM
9/5/2014 0:30,40.78557,-73.96912,0,12:00 AM - 2:59 AM
9/5/2014 0:30,40.66666,-73.99158,0,12:00 AM - 2:59 AM
9/5/2014 0:30,40.78839,-73.97102,0,12:00 AM - 2:59 AM
9/5/2014 0:31,40.77421,-73.93182,0,12:00 AM - 2:59 AM
9/5/2014 0:31,40.71067,-73.99417,0,12:00 AM - 2:59 AM
9/5/2014 0:31,40.69187,-73.98903,0,12:00 AM - 2:59 AM
9/5/2014 0:31,40.75208,-73.9703,0,12:00 AM - 2:59 AM
9/5/2014 0:31,40.78498,-73.94711,0,12:00 AM - 2:59 AM
9/5/2014 0:31,40.69177,-73.9349,0,12:00 AM - 2:59 AM
9/5/2014 0:31,40.71327,-74.01172,0,12:00 AM - 2:59 AM
9/5/2014 0:31,40.74895,-74.00332,0,12:00 AM - 2:59 AM
9/5/2014 0:31,40.76075,-73.96476,0,12:00 AM - 2:59 AM
9/5/2014 0:31,40.74504,-73.98507,0,12:00 AM - 2:59 AM
9/5/2014 0:31,40.68389,-73.92924,0,12:00 AM - 2:59 AM
9/5/2014 0:32,40.66586,-73.99238,0,12:00 AM - 2:59 AM
9/5/2014 0:32,40.687,-73.94378,0,12:00 AM - 2:59 AM
9/5/2014 0:32,40.73494,-73.9795,0,12:00 AM - 2:59 AM
9/5/2014 0:32,40.75202,-73.97387,0,12:00 AM - 2:59 AM
9/5/2014 0:32,40.80985,-73.95512,0,12:00 AM - 2:59 AM
9/5/2014 0:32,40.74765,-73.99312,0,12:00 AM - 2:59 AM
9/5/2014 0:32,40.76435,-73.98855,0,12:00 AM - 2:59 AM
9/5/2014 0:33,40.69125,-73.95733,0,12:00 AM - 2:59 AM
9/5/2014 0:33,40.67188,-73.96405,0,12:00 AM - 2:59 AM
9/5/2014 0:33,40.74825,-73.97475,0,12:00 AM - 2:59 AM
9/5/2014 0:33,40.77228,-73.95468,0,12:00 AM - 2:59 AM
9/5/2014 0:33,40.77514,-73.98786,0,12:00 AM - 2:59 AM
9/5/2014 0:33,40.71567,-74.0135,0,12:00 AM - 2:59 AM
9/5/2014 0:33,40.67039,-73.89163,0,12:00 AM - 2:59 AM
9/5/2014 0:33,40.6484,-73.92655,0,12:00 AM - 2:59 AM
9/5/2014 0:34,40.7401,-73.9843,0,12:00 AM - 2:59 AM
9/5/2014 0:34,40.6446,-73.78269,0,12:00 AM - 2:59 AM
9/5/2014 0:34,40.57838,-73.93973,0,12:00 AM - 2:59 AM
9/5/2014 0:34,40.79663,-73.9328,0,12:00 AM - 2:59 AM
9/5/2014 0:34,40.75933,-73.98129,0,12:00 AM - 2:59 AM
9/5/2014 0:34,40.76132,-73.97986,0,12:00 AM - 2:59 AM
9/5/2014 0:34,40.75161,-73.96853,0,12:00 AM - 2:59 AM
9/5/2014 0:34,40.76,-73.96693,0,12:00 AM - 2:59 AM
9/5/2014 0:34,40.69894,-73.91728,0,12:00 AM - 2:59 AM
9/5/2014 0:34,40.71231,-73.95738,0,12:00 AM - 2:59 AM
9/5/2014 0:35,40.76557,-73.95764,0,12:00 AM - 2:59 AM
9/5/2014 0:35,40.7742,-73.87244,0,12:00 AM - 2:59 AM
9/5/2014 0:35,40.78811,-73.94429,0,12:00 AM - 2:59 AM
9/5/2014 0:35,40.73904,-74.00065,0,12:00 AM - 2:59 AM
9/5/2014 0:35,40.68543,-73.95783,0,12:00 AM - 2:59 AM
9/5/2014 0:35,40.81992,-73.94968,0,12:00 AM - 2:59 AM
9/5/2014 0:35,40.79531,-73.96205,0,12:00 AM - 2:59 AM
9/5/2014 0:35,40.74154,-73.98956,0,12:00 AM - 2:59 AM
9/5/2014 0:36,40.64848,-73.99968,0,12:00 AM - 2:59 AM
9/5/2014 0:36,40.68564,-73.93601,0,12:00 AM - 2:59 AM
9/5/2014 0:36,40.73822,-73.992,0,12:00 AM - 2:59 AM
9/5/2014 0:36,40.72745,-74.00043,0,12:00 AM - 2:59 AM
9/5/2014 0:36,40.79464,-73.97191,0,12:00 AM - 2:59 AM
9/5/2014 0:37,40.78022,-73.9494,0,12:00 AM - 2:59 AM
9/5/2014 0:37,40.76367,-73.97586,0,12:00 AM - 2:59 AM
9/5/2014 0:37,40.7544,-73.9839,0,12:00 AM - 2:59 AM
9/5/2014 0:37,40.72398,-73.99449,0,12:00 AM - 2:59 AM
9/5/2014 0:37,40.76608,-73.98705,0,12:00 AM - 2:59 AM
9/5/2014 0:37,40.72799,-74.00171,0,12:00 AM - 2:59 AM
